"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX15052862","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798548","","257.94","1","2325918","675709218","Ac_Cha_I__2439","OTHER","GENOMIC","RANDOM"
"SRX15052861","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798550","","46.65","1","423032","122480473","Ac_Pin_N_2489","OTHER","GENOMIC","RANDOM"
"SRX15052860","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798547","","69.85","1","640488","183980877","Ac_Osp_N_2529","OTHER","GENOMIC","RANDOM"
"SRX15052859","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798546","","349.84","1","3178180","916620327","Ac_Nor_I__2506","OTHER","GENOMIC","RANDOM"
"SRX15052858","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798545","","22.24","1","195814","56231416","Ac_Nor_I__2355","OTHER","GENOMIC","RANDOM"
"SRX15052857","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798544","","258.16","1","2345712","675416874","Ac_Yan_I__2377","OTHER","GENOMIC","RANDOM"
"SRX15052856","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798543","","518.38","1","4709554","1355577233","Ac_Cha_I__2434","OTHER","GENOMIC","RANDOM"
"SRX15052855","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798542","","486.35","1","4394191","1265983225","Ac_Yan_I__2378","OTHER","GENOMIC","RANDOM"
"SRX15052854","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798541","","47.89","1","430243","123812274","Ac_Yin_I__1387","OTHER","GENOMIC","RANDOM"
"SRX15052853","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798540","","1.66","1","13343","3858383","Ac_Osp_N_2528","OTHER","GENOMIC","RANDOM"
"SRX15052852","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798539","","215.14","1","1939266","561367490","Ac_Nor_I__2450","OTHER","GENOMIC","RANDOM"
"SRX15052851","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798538","","22.06","1","180576","52019672","Ac_Nor_I__2354","OTHER","GENOMIC","RANDOM"
"SRX15052850","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798537","","21.24","1","190928","54987419","Ac_Yan_I__2376","OTHER","GENOMIC","RANDOM"
"SRX15052849","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798536","","4.45","1","36033","10416991","Ac_Yan_I__1439","OTHER","GENOMIC","RANDOM"
"SRX15052848","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798535","","26.74","1","240226","69134252","Ac_Cha_I__1436","OTHER","GENOMIC","RANDOM"
"SRX15052847","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798534","","1273.04","1","11508507","3331975894","Ac_Yin_I__1384","OTHER","GENOMIC","RANDOM"
"SRX15052846","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798533","","160.91","1","1440382","414941796","Ac_Cha_I__1435","OTHER","GENOMIC","RANDOM"
"SRX15052845","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798532","","35.35","1","297073","85423912","Ac_Cha_I__1434","OTHER","GENOMIC","RANDOM"
"SRX15052844","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798530","","6.1","1","51742","15026326","Ac_Osp_N_2451","OTHER","GENOMIC","RANDOM"
"SRX15052843","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798531","","30.53","1","269256","77779364","Ac_Nor_I__2386","OTHER","GENOMIC","RANDOM"
"SRX15052842","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798529","","327.45","1","2962131","855995215","Ac_Hor_N_2342","OTHER","GENOMIC","RANDOM"
"SRX15052841","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798528","","654.44","1","5900042","1705985736","Ac_Yan_I__2457","OTHER","GENOMIC","RANDOM"
"SRX15052840","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798527","","11.61","1","91474","26414486","Ac_Liz_I__2359","OTHER","GENOMIC","RANDOM"
"SRX15052839","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798526","","21.7","1","191236","55145373","Ac_Pin_N_2646","OTHER","GENOMIC","RANDOM"
"SRX15052838","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798525","","3.01","1","23168","6682598","Ac_Pin_N_2473","OTHER","GENOMIC","RANDOM"
"SRX15052837","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798524","","347.2","1","3093387","892149509","Ac_Osp_N_2381","OTHER","GENOMIC","RANDOM"
"SRX15052836","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12800926","","656.73","1","5935369","1714367396","Ac_Yin_I__1383","OTHER","GENOMIC","RANDOM"
"SRX15052835","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798523","","16.44","1","141705","41144518","Ac_Cha_I__1433","OTHER","GENOMIC","RANDOM"
"SRX15052834","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798522","","4.59","1","39702","11528201","Ac_Cha_I__1432","OTHER","GENOMIC","RANDOM"
"SRX15052833","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798521","","3.33","1","28569","8296018","Ac_Yan_I__1429","OTHER","GENOMIC","RANDOM"
"SRX15052832","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798520","","0.76","1","6087","1764287","Ac_Yan_I__1428","OTHER","GENOMIC","RANDOM"
"SRX15052831","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798519","","1.37","1","11429","3317080","Ac_Yan_I__1427","OTHER","GENOMIC","RANDOM"
"SRX15052830","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798518","","0.15","1","639","184118","Ac_Yan_I__1426","OTHER","GENOMIC","RANDOM"
"SRX15052829","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798517","","1.25","1","10648","3077044","Ac_Yan_I__1425","OTHER","GENOMIC","RANDOM"
"SRX15052828","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798516","","0.11","1","292","84879","Ac_Yan_I__1424","OTHER","GENOMIC","RANDOM"
"SRX15052827","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798515","","273.67","1","2450275","709750488","Ac_Nor_I__2385","OTHER","GENOMIC","RANDOM"
"SRX15052826","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798514","","216.46","1","1954961","565998713","Ac_Hor_N_2341","OTHER","GENOMIC","RANDOM"
"SRX15052825","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798513","","468.91","1","4233072","1224892157","Ac_Yin_I__1360","OTHER","GENOMIC","RANDOM"
"SRX15052824","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798512","","13","1","105950","30651920","Ac_Yan_I__2456","OTHER","GENOMIC","RANDOM"
"SRX15052823","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798511","","118.29","1","1060509","306831776","Ac_Liz_I__2358","OTHER","GENOMIC","RANDOM"
"SRX15052822","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798510","","91.04","1","822830","237824263","Ac_Pin_N_2645","OTHER","GENOMIC","RANDOM"
"SRX15052821","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798509","","120.06","1","1079049","312233620","Ac_Osp_N_2566","OTHER","GENOMIC","RANDOM"
"SRX15052820","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798508","","153.51","1","1385452","400023965","Ac_Osp_N_2380","OTHER","GENOMIC","RANDOM"
"SRX15052819","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798507","","59.99","1","542166","155848108","Ac_Nor_I__2384","OTHER","GENOMIC","RANDOM"
"SRX15052818","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798506","","14.13","1","122603","35643624","Ac_Yan_I__1423","OTHER","GENOMIC","RANDOM"
"SRX15052817","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12800925","","11.3","1","92009","26505062","Ac_Cha_I__2433","OTHER","GENOMIC","RANDOM"
"SRX15052816","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12800924","","311.05","1","2827213","814801824","Ac_Pin_N_2487","OTHER","GENOMIC","RANDOM"
"SRX15052815","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798505","","275.08","1","2486140","717575212","Ac_Osp_N_2527","OTHER","GENOMIC","RANDOM"
"SRX15052814","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798504","","122.97","1","1118378","321302296","Ac_Pin_N_2488","OTHER","GENOMIC","RANDOM"
"SRX15052811","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798501","","376.24","1","3391893","979682072","Ac_Hor_N_2340","OTHER","GENOMIC","RANDOM"
"SRX15052807","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798497","","127.49","1","1119683","323178593","Ac_Yan_I__1610","OTHER","GENOMIC","RANDOM"
"SRX15052804","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798494","","469.65","1","4228260","1224356793","Ac_Nor_I__2353","OTHER","GENOMIC","RANDOM"
"SRX15052803","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798493","","75.89","1","660167","191688069","Ac_Yan_I__2351","OTHER","GENOMIC","RANDOM"
"SRX15052802","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798492","","4.43","1","39188","11322516","Ac_Cha_I__2432","OTHER","GENOMIC","RANDOM"
"SRX15052801","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798491","","423.8","1","3666757","1058494527","Ac_Pin_N_2486","OTHER","GENOMIC","RANDOM"
"SRX15052800","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798490","","1003.62","1","9057043","2619815494","Ac_Yan_I__2455","OTHER","GENOMIC","RANDOM"
"SRX15052799","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798489","","152.03","1","1378572","397935353","Ac_Osp_N_2526","OTHER","GENOMIC","RANDOM"
"SRX15052798","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798488","","7.18","1","64130","18560998","Ac_Nor_I__2448","OTHER","GENOMIC","RANDOM"
"SRX15052797","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798487","","14.91","1","133374","38453012","Ac_Nor_I__2352","OTHER","GENOMIC","RANDOM"
"SRX15052796","Genotyping by sequencing of Anoles","Anolis carolinensis","Illumina HiSeq 4000","University of Miami","SRP372886","CONVERGENCE OR REDUNDANCY: ALTERNATIVE VIEWS ABOUT THE EVOLUTIONARY GENOMICS OF CHARACTER DISPLACEMENT","SRS12798486","","21.87","1","201028","57995133","Ac_Nor_I__2449","OTHER","GENOMIC","RANDOM"
