"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX6190960","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483567","","1399.22","1","14828863","3736873476","LG9.3_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190980","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483587","","3741.09","1","33102818","8341910136","LG14.2_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190932","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483539","","1548.56","1","15959457","4021783164","LO3.1_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190983","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483590","","3142.53","1","27394893","6903513036","LO12.2_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190973","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483580","","1823.29","1","18629391","4694606532","D14.1_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190934","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483541","","3226.71","1","28870710","7275418920","LO3.3_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190979","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483586","","4139.44","1","34978126","8814487752","LG14.1_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190935","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483542","","1441.97","1","14903519","3755686788","LO5.1_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190962","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483569","","3350.21","1","28691665","7230299580","LO9.2_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190997","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483604","","1766.99","1","18063280","4551946560","WT14.1_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190987","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483594","","3914.75","1","33747669","8504412588","LO14.3_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190977","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483584","","3684.12","1","32670300","8232915600","LG12.2_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX6190952","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","mixed sample","Illumina HiSeq 2500","Plant Genome and Systems Biology, Helmholtz Center","ERP131445","Comparison of wild type and DEK1 mutant juvenile gametophytic development in Physcomitrium (Physcomitrella) patens with RNAseq data","ERS7483559","","1495.55","1","15421587","3886239924","D5.1_p","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"DRX493489","Illumina Genome Analyzer II sequencing of SAMD00647914","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342639","","1330.59","1","50832608","1829973888","protonema ABA48h","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX493488","Illumina Genome Analyzer II sequencing of SAMD00647913","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342638","","889.76","1","36553502","1315926072","protonema ABA5d","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX493487","Illumina Genome Analyzer II sequencing of SAMD00647912","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342637","","1180.57","1","47141822","1697105592","protonema ABA24h","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX493486","Illumina Genome Analyzer II sequencing of SAMD00647911","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342636","","1188.61","1","47330710","1703905560","protonema ABA8h","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX493485","Illumina Genome Analyzer II sequencing of SAMD00647910","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342635","","1161.73","1","46856607","1686837852","protonema ABA10d","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX493484","Illumina Genome Analyzer II sequencing of SAMD00647909","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342634","","790.55","1","33761460","1215412560","protonema ABA3h","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX493483","Illumina Genome Analyzer II sequencing of SAMD00647908","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342633","","892.84","1","37466697","1348801092","protonema ABA1h","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX493482","Illumina Genome Analyzer II sequencing of SAMD00647907","Physcomitrium patens","Illumina Genome Analyzer II","HOKU-SCI","DRP010811","Regulation of plant stem cell division mode","DRS342632","","895.89","1","37548708","1351753488","protonema ABA0h","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX21980361","DMS-Seq of telomerase RNA Physcomitrium Patens, 1% DMS - control","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055629","","7.34","1","57103","17245106","1_DMS_ctrl_1","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980360","DMS-Seq of telomerase RNA Physcomitrium Patens, 1% DMS","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055628","","2.1","1","15761","4759822","1_DMS_3","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980359","DMS-Seq of telomerase RNA Physcomitrium Patens, 1% DMS","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055627","","3.78","1","28628","8645656","1_DMS_2","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980358","DMS-Seq of telomerase RNA Physcomitrium Patens, 0.5% DMS","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055626","","9.39","1","72208","21806816","05_DMS_3","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980357","SHAPE-Seq of telomerase RNA Physcomitrium Patens","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055625","","96.39","1","795307","240182714","T7_1M7_DC_3","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980356","SHAPE-Seq of telomerase RNA Physcomitrium Patens","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055623","","89.32","1","724362","218757324","T7_1M7_DC_2","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980355","DMS-Seq of telomerase RNA Physcomitrium Patens, 1% DMS","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055624","","5.37","1","40754","12307708","1_DMS_1","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980354","SHAPE-Seq of telomerase RNA Physcomitrium Patens","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055622","","96.76","1","793972","239779544","T7_1M7_DC_1","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980353","SHAPE-Seq of telomerase RNA Physcomitrium Patens - control","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055621","","90.61","1","764229","230797158","T7_1M7_ctrl_3","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980352","SHAPE-Seq of telomerase RNA Physcomitrium Patens - control","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055620","","75.23","1","628621","189843542","T7_1M7_ctrl_2","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980351","SHAPE-Seq of telomerase RNA Physcomitrium Patens - control","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055619","","109.02","1","923054","278762308","T7_1M7_ctrl_1","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980350","SHAPE-Seq of telomerase RNA Physcomitrium Patens","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055618","","138.14","1","1126047","340066194","T7_1M7_3","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980349","SHAPE-Seq of telomerase RNA Physcomitrium Patens","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055617","","110.64","1","890472","268922544","T7_1M7_2","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980348","SHAPE-Seq of telomerase RNA Physcomitrium Patens","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055616","","109.78","1","864319","261024338","T7_1M7_1","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980347","DMS-Seq of telomerase RNA Physcomitrium Patens, 1% DMS - control","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055615","","2.93","1","22769","6876238","1_DMS_ctrl_3","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980346","DMS-Seq of telomerase RNA Physcomitrium Patens, 1% DMS - control","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055614","","4.85","1","36795","11112090","1_DMS_ctrl_2","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980345","DMS-Seq of telomerase RNA Physcomitrium Patens, 0.5% DMS","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055613","","2.24","1","16617","5018334","05_DMS_2","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX21980344","DMS-Seq of telomerase RNA Physcomitrium Patens, 0.5% DMS","Physcomitrium patens","NextSeq 500","Central European Institute of Technology, Masaryk ","SRP464376","Single molecule analysis reveals functionally relevant isoforms of telomerase RNA in moss","SRS19055612","","5.77","1","44273","13370446","05_DMS_1","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX17671639","GSM6596489: PpARFC2, iOX, β-estradiol,Replicate-3; Physcomitrium patens; RNA-Seq","Physcomitrium patens","DNBSEQ-G400","Kock Lab, Institute of Plant and Microbial Biology","SRP398655","Surface-localized glycoproteins act through class C ARFs to fine-tune gametophore initiation in Physcomitrium patens","SRS15203558","","4176.12","1","43932390","6589858500","GSM6596489","RNA-Seq","TRANSCRIPTOMIC","cDNA"
